CNPJ;Razão Social;Situação Cadastral;;;;;;;;;;;;;;;;
17.878.673/0001-41;CARGO MASTER BRASIL TRANSPORTE E SERVICO LTDA;Ativa;;;;;;;;;;;;;;;;
14.346.073/0001-44;CARGO MASTER DO BRASIL NVOCC LTDA;Ativa;;;;;;;;;;;;;;;;
74.672.049/0001-27;CARGO PAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
59.267.138/0001-02;CARGO SHIP TRANSPORTES E ASSESSORIA LTDA.;Ativa;;;;;;;;;;;;;;;;
20.974.901/0001-91;CARGO SHIPPING  SAO PAULO LTDA;Ativa;;;;;;;;;;;;;;;;
55.195.726/0001-19;CARGO SHIPPING ITAJAI LTDA;Ativa;;;;;;;;;;;;;;;;
10.980.569/0001-14;CARGO SHIPPING LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.920.258/0001-92;CARGO SHIPPING REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
09.600.794/0001-07;CARGO SHIPPING SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
45.236.103/0001-93;CARGO TRACKING LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
57.534.978/0001-50;CARGO TRADE CENTER LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
23.181.988/0001-38;CARGO TRADE CENTER SERVICOS DE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
09.388.598/0001-02;CARGO WAY FENIX TRANSPORTE INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
19.950.594/0001-20;CARGO WAY TRANSPORTE  E ARMAZENAGEM LTDA;Ativa;;;;;;;;;;;;;;;;
07.137.329/0001-48;CARGO WORKS LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.936.984/0001-78;CARGO WORLD BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
03.680.710/0001-06;CARGOBRAS TRANSPORTES INTERNACIONAIS E SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
00.702.501/0001-10;CARGOCENTER AGENCIA DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
24.563.666/0001-16;CARGOCORP BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
10.268.203/0001-17;CARGOFAST LOGISTICS DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
07.123.492/0001-51;CARGOLAND AGENCIAMENTO DE CARGA AEREA E MARITIMA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
82.270.711/0001-40;CARGOLIFT LOGISTICA S/A;Ativa;;;;;;;;;;;;;;;;
01.732.028/0001-86;CARGOLINK AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
04.502.802/0001-50;CARGOLOG - SOLUCOES LOGISTICAS LTDA;Ativa;;;;;;;;;;;;;;;;
04.502.802/0004-01;CARGOLOG - SOLUCOES LOGISTICAS LTDA;Ativa;;;;;;;;;;;;;;;;
11.308.571/0001-04;CARGOMASTER BRASIL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
10.223.046/0001-23;CARGONAVE BRASIL AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.223.046/0002-04;CARGONAVE BRASIL AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
49.139.597/0001-49;CARGONAVE IMBITUBA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
09.600.258/0001-01;CARGONET LOGISTICA BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
09.161.354/0001-92;CARGONEWS - TRANSPORTES INTERNACIONAL DE CARGAS, LOGISTICA, AGENCIAMENTOS E ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
67.464.446/0001-48;CARGOTEC - AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
04.579.671/0001-00;CARGOWAYS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
23.603.123/0001-12;CARGUX LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
58.277.831/0001-95;CARINA DESPACHOS E ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
21.309.546/0001-07;CARLOS EDUARDO SANTOS GUIMARAES;Ativa;;;;;;;;;;;;;;;;
07.373.810/0001-32;CARLOS HENRIQUE G. DA SILVA DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
12.588.555/0001-85;CARLOSFLOR PESCADOS LTDA;Ativa;;;;;;;;;;;;;;;;
15.525.155/0001-19;CARMINA SARRO TECIDOS LTDA;Ativa;;;;;;;;;;;;;;;;
07.353.607/0001-02;CARPO LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
13.223.192/0001-47;CARPO MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
04.172.659/0001-86;CARREIRO REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
19.451.112/0001-97;CARRY ON AGENCIAMENTOS E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
17.016.534/0001-09;CARSON LOGISTICA E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
02.457.200/0001-01;CARVALHO DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
15.677.292/0001-79;CASA MARITIMA AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
15.677.292/0002-50;CASA MARITIMA AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
15.677.292/0003-30;CASA MARITIMA AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
33.600.180/0001-00;CASADUANA ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
09.421.214/0001-06;CASCEX LOGISTICA E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
07.526.202/0001-10;CASCO SOLUCOES LOGISTICAS LTDA;Ativa;;;;;;;;;;;;;;;;
17.166.707/0001-75;CASE LOGISTICA DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
02.096.806/0001-50;CATLOG LOGISTICA DE TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
12.998.170/0001-96;CATSUL GUAIBA - TRANSPORTES HIDROVIARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
03.417.174/0001-42;CAVALCANTE & KALED LTDA;Ativa;;;;;;;;;;;;;;;;
06.024.185/0001-50;CAVALLINI ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
45.638.589/0001-96;CBRAIN INTERNATIONAL AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
53.444.575/0001-60;CCBR  LOGISTICA E TRANSPORTES INTERNACIONAL DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
05.744.874/0001-77;CCEX - CONSULTORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
33.333.226/0001-63;CDZ78 CARGO LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
59.902.290/0001-01;CE CARGO GLOBAL LTDA.;Ativa;;;;;;;;;;;;;;;;
20.931.828/0001-70;CE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
05.070.507/0001-35;CEA CENTRAL ESTRUTURADA DE ARMAZENAGEM S/A;Ativa;;;;;;;;;;;;;;;;
21.851.737/0001-98;CECMAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
03.895.766/0001-70;CEDAX BRASIL SERVICOS DE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
14.588.028/0001-04;CELESTIAL EXPRESS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
88.320.189/0001-40;CELIBERTO LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
24.310.841/0001-63;CELTA COMERCIO EXTERIOR, LOGISTICA EM TRANSPORTE E AFRETAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
35.039.999/0001-67;CENAVE CEARA CARGAS E REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
04.766.392/0001-55;CENDIAN DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
01.101.722/0001-03;CENTAURUS AGENCIAS MARITIMAS LTDA;Ativa;;;;;;;;;;;;;;;;
02.897.066/0002-32;CENTER CARGO RECIFE TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
65.805.269/0001-90;CENTER CARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
65.805.269/0003-52;CENTER CARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
48.610.414/0001-69;CENTRAL BRASILEIRA DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
81.072.399/0002-07;CENTRO SUL SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.933.606/0001-01;CENTROEX ASSESSORIA ADMINISTRATIVA E ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
04.498.470/0001-88;CENTURY MULTI SHIPPING LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA.;Ativa;;;;;;;;;;;;;;;;
33.347.004/0001-08;CEOCARGO LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
23.141.437/0001-40;CERKLOG LOGISTICA E SERVICOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
06.185.738/0001-57;CET LOGISTICS AGENTE DE CARGA E TRANSPORTE LTDA;Ativa;;;;;;;;;;;;;;;;
01.581.014/0001-09;CET LOGISTICS DESPACHO ADUANEIRO LTDA;Ativa;;;;;;;;;;;;;;;;
03.094.658/0001-06;CEVA FINISHED VEHICLE LOGISTICS BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
03.229.138/0007-40;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0004-06;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0008-21;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0001-55;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0002-36;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0012-08;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0009-02;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.229.138/0015-50;CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
43.854.116/0001-09;CEVA LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
43.854.116/0050-89;CEVA LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
43.854.116/0052-40;CEVA LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
43.854.116/0004-43;CEVA LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
43.854.116/0049-45;CEVA LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
14.913.752/0001-58;CFS BRASIL TRANSPORTE E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
05.393.821/0001-59;CG TRADING COMERCIO, IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
21.756.013/0001-65;CG VALE SOLUCOES INTEGRADAS DE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
09.721.207/0001-20;CGA - DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
04.180.453/0001-06;CGF TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.004.802/0001-19;CGREAL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
38.149.414/0001-50;CGS IMPORTACAO, COMERCIO E DISTRIBUICAO LTDA;Ativa;;;;;;;;;;;;;;;;
09.639.662/0001-80;CHALLENGER - CARGO LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
30.264.973/0001-07;CHANCELLER LOGISTICA GLOBAL LTDA;Ativa;;;;;;;;;;;;;;;;
07.277.013/0001-51;CHANNEL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
73.931.248/0001-40;CHAPADAO DO SUL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.861.080/0001-19;CHENDA CARGO LOGISTICS (BRASIL) LTDA.;Ativa;;;;;;;;;;;;;;;;
84.098.383/0001-72;CHIBATAO NAVEGACAO E COMERCIO LTDA;Ativa;;;;;;;;;;;;;;;;
48.638.253/0001-11;CHINA CONTAINER LINE LOGISTICA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
07.154.005/0001-18;CHINA SHIPPING DO BRASIL AGENCIAMENTO MARITIMO LTDA.;Ativa;;;;;;;;;;;;;;;;
07.154.005/0002-07;CHINA SHIPPING DO BRASIL AGENCIAMENTO MARITIMO LTDA.;Ativa;;;;;;;;;;;;;;;;
21.499.076/0001-83;CIA ADUANEIRA ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
05.116.366/0001-44;CIALINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
14.789.807/0001-60;CIANPORT - CIA NORTE DE NAVEGACAO E PORTOS;Ativa;;;;;;;;;;;;;;;;
04.579.208/0001-68;CICLO SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
18.625.479/0001-17;CIL AGENCIADORA DE CARGAS E LOGISTICAS LTDA.;Ativa;;;;;;;;;;;;;;;;
00.607.076/0001-80;CINCO AMIGOS COMISSARIA DE DESPACHOS LTDA.;Ativa;;;;;;;;;;;;;;;;
25.153.599/0001-24;CITYCOMEX LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
11.047.349/0001-03;CJ CARGO AGENCIAMENTO DE CARGAS AEREAS E MARITIMAS LTDA;Ativa;;;;;;;;;;;;;;;;
30.408.492/0001-10;CJ LOGISTICA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
52.438.359/0001-49;CK SHIPPING DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
20.053.355/0001-56;CK SOLUCOES EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
15.202.940/0001-30;CKP VISION LOGISTICA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
02.827.388/0001-24;CLANSHIP LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
90.179.987/0001-46;CLASAM COMISSARIA DE DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
01.416.914/0001-09;CLAUCIO ALVES BATISTA;Ativa;;;;;;;;;;;;;;;;
93.857.662/0001-63;CLAUDIOS COMISSARIA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.538.787/0001-01;CLC SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
35.751.740/0001-44;CLEAN SEA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
01.869.667/0001-98;CLEANCOMEX DESPACHOS ADUANEIROS E CONSULTORIA ECONOMICA LTDA;Ativa;;;;;;;;;;;;;;;;
17.056.187/0001-48;CLEAR SKY AGENCIAMENTO DE CARGAS INTERNACIONAIS E NACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
05.550.304/0001-46;CLEF LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
01.815.619/0001-17;CLEMAR ASSESSORIA E LOGISTICA EM COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
01.808.236/0003-83;CLEMEX LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
46.039.948/0001-51;CLICKSHOP ASSESSORIA E TREINAMENTO EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
36.098.523/0001-60;CLIPPER PROJECTS BRASIL TRANSPORTES MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
54.974.027/0002-95;CLIPPER TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
54.974.027/0001-04;CLIPPER TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.565.685/0001-62;CM&V LOGISTICA INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
05.951.386/0014-55;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0004-83;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0011-02;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0001-30;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0002-11;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0012-93;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0020-01;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0008-07;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0009-98;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0021-84;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0007-26;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0003-00;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.951.386/0010-21;CMA CGM DO BRASIL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
22.636.165/0001-97;CMA CGM LOG DO BRASIL AGENCIAMENTO DE CARGAS E SERVICOS LOGISTICOS LTDA.;Ativa;;;;;;;;;;;;;;;;
00.830.686/0001-48;CMK TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
05.666.721/0001-59;CMM EXPORTACAO CONSULTORIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.456.937/0001-15;CMR LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
19.389.799/0001-88;CMRLOG LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
17.785.095/0001-07;CMS LOGISTICS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
34.639.064/0001-59;CMS SERVICOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
25.235.865/0001-68;CNE - LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
60.891.785/0006-76;CNH LATINO AMERICANA LTDA;Ativa;;;;;;;;;;;;;;;;
14.160.269/0001-40;CNN - CIA. NORTE DE NAVEGACAO;Ativa;;;;;;;;;;;;;;;;
80.329.071/0001-71;CO3 LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
54.193.672/0001-90;COASTAL OFFSHORE LTDA;Ativa;;;;;;;;;;;;;;;;
09.001.136/0001-90;COASTALLOG LTDA;Ativa;;;;;;;;;;;;;;;;
90.904.780/0001-97;CODEL OPERADORA DE TERMINAIS LTDA;Ativa;;;;;;;;;;;;;;;;
39.434.169/0001-95;CODELI LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
03.606.168/0001-33;CODESPAR - COMISSARIA DE DESPACHOS ADUANEIROS PARANA LTDA;Ativa;;;;;;;;;;;;;;;;
80.300.759/0001-29;CODIEX COMISSARIA DE DESPACHOS DE IMP E EXP SC LTDA;Ativa;;;;;;;;;;;;;;;;
94.015.534/0001-35;CODIMEX COMISSARIA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
61.649.299/0001-02;CODIMPREL SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
28.163.699/0001-20;COIMEX IMPORTADORA E EXPORTADORA LTDA;Ativa;;;;;;;;;;;;;;;;
02.786.760/0001-00;COIMPEX GLOBAL LOGISTICS AGENCIAMENTO INTERNACIONAL DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
01.094.489/0001-70;COINTRA COMISSARIA INTERNACIONAL DE TRANSPORTE LTDA;Ativa;;;;;;;;;;;;;;;;
23.048.581/0001-37;COLI SHIPPING & TRANSPORT DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
41.069.501/0001-01;COLIBRI VIAGENS TURISMO E CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
61.548.061/0001-82;COLLECT CARGO AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
01.372.591/0001-90;COLMASP-AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
36.425.508/0001-89;COLOG TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
72.204.985/0001-88;COLUMBUS ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
12.977.483/0001-68;COLUMBUS LOGISTICA INTERNACIONAL IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
00.394.502/0002-25;COMANDO DA MARINHA;Ativa;;;;;;;;;;;;;;;;
11.954.224/0001-59;COMASA LOGISTICA E SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.501.594/0001-38;COMBITRANS AMAZONAS LTDA;Ativa;;;;;;;;;;;;;;;;
01.314.353/0001-29;COMDATA COMERCIAL, IMPORTADORA E EXPORTADORA LTDA;Ativa;;;;;;;;;;;;;;;;
04.968.913/0002-38;COMERCIAL ALECRIM LTDA;Ativa;;;;;;;;;;;;;;;;
58.130.873/0001-07;COMERCIAL MARITIMA OCEANICA LTDA;Ativa;;;;;;;;;;;;;;;;
58.130.873/0002-80;COMERCIAL MARITIMA OCEANICA LTDA;Ativa;;;;;;;;;;;;;;;;
05.384.559/0001-86;COMERCIAL NAVEMAR NAVEGACAO MARITIMA SERVICOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.383.614/0001-13;COMERCIO DE PESCADOS PALHOCA LTDA;Ativa;;;;;;;;;;;;;;;;
10.894.681/0001-32;COMERCIO E NAVEGACAO E BATISTA LTDA;Ativa;;;;;;;;;;;;;;;;
04.443.961/0001-21;COMERCIO E NAVEGACAO PRATES LTDA;Ativa;;;;;;;;;;;;;;;;
04.446.660/0001-51;COMEX DESPACHOS ADUANEIROS S/C LTDA;Ativa;;;;;;;;;;;;;;;;
08.684.055/0001-70;COMEX ONLINE LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
13.617.497/0001-33;COMEX QUALITY TRADING LTDA;Ativa;;;;;;;;;;;;;;;;
04.103.048/0001-86;COMEX WAY LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
00.642.746/0001-07;COMEXIMPORT LTDA;Ativa;;;;;;;;;;;;;;;;
12.495.816/0001-12;COMEXLOG DO BRASIL ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
12.605.562/0001-48;COMEXPERT LOGISTICA GLOBAL LTDA;Ativa;;;;;;;;;;;;;;;;
08.912.414/0001-07;COMEXPRO INTERNATIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
02.949.614/0001-40;COMEXTER CARGO - AGENCIAMENTO DE TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
02.646.484/0001-76;COMEXVILLE - DESPACHO DE CARGA AEREA , MARITIMA E ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
58.239.682/0001-70;COMISSARIA AUGUSTA LTDA;Ativa;;;;;;;;;;;;;;;;
80.663.958/0001-00;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;Ativa;;;;;;;;;;;;;;;;
91.100.560/0001-73;COMISSARIA DE DESPACHOS RIVOIR LTDA;Ativa;;;;;;;;;;;;;;;;
61.838.397/0001-80;COMISSARIA DE DESPACHOS SOUZA LEITE LTDA;Ativa;;;;;;;;;;;;;;;;
87.095.964/0001-49;COMISSARIA EICHENBERG S/A;Ativa;;;;;;;;;;;;;;;;
87.095.964/0002-20;COMISSARIA EICHENBERG S/A;Ativa;;;;;;;;;;;;;;;;
42.337.022/0001-91;COMISSARIA MARITIMA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
92.102.433/0001-76;COMISSARIA PIBERNAT LTDA;Ativa;;;;;;;;;;;;;;;;
92.102.433/0009-23;COMISSARIA PIBERNAT LTDA;Ativa;;;;;;;;;;;;;;;;
92.102.433/0010-67;COMISSARIA PIBERNAT LTDA;Ativa;;;;;;;;;;;;;;;;
92.102.433/0011-48;COMISSARIA PIBERNAT LTDA;Ativa;;;;;;;;;;;;;;;;
92.102.433/0013-00;COMISSARIA PIBERNAT LTDA;Ativa;;;;;;;;;;;;;;;;
33.107.426/0001-06;COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
33.107.426/0002-89;COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
33.107.426/0004-40;COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
33.107.426/0008-74;COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
94.059.060/0005-57;COMMANDER LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
94.059.060/0001-23;COMMANDER LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
36.008.274/0001-74;COMMAR COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
09.199.839/0001-75;COMMODITY ASSESSORIA ADUANEIRA LOGISTICA IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
61.145.488/0003-00;COMPANHIA AUXILIAR DE ARMAZENS GERAIS;Ativa;;;;;;;;;;;;;;;;
60.871.449/0001-57;COMPANHIA BRASILEIRA DE COMERCIO EXTERIOR;Ativa;;;;;;;;;;;;;;;;
60.871.449/0002-38;COMPANHIA BRASILEIRA DE COMERCIO EXTERIOR;Ativa;;;;;;;;;;;;;;;;
62.398.711/0001-13;COMPANHIA BRASILEIRA DE FRETES LTDA;Ativa;;;;;;;;;;;;;;;;
04.562.559/0008-32;COMPANHIA DE NAVEGACAO DA AMAZONIA - CNA;Ativa;;;;;;;;;;;;;;;;
04.562.559/0014-80;COMPANHIA DE NAVEGACAO DA AMAZONIA - CNA;Ativa;;;;;;;;;;;;;;;;
04.562.559/0001-66;COMPANHIA DE NAVEGACAO DA AMAZONIA - CNA;Ativa;;;;;;;;;;;;;;;;
